Temperature,Humidity,WindSpeed,Rainfall,Outfit,Outdoor Outfit,Formal Outfit,Party Outfit,Casual Outfit
-15,20,33.17,94.96,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-14,22,9.77,0.82,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
23,91,37.0,74.05,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
32,13,5.14,78.51,"Shorts, Cotton T-Shirt, Sandals, Sunglasses","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
14,59,35.58,68.39,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
1,17,38.78,91.31,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
18,30,5.2,86.44,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
49,7,13.06,74.12,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-6,93,6.98,99.39,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
21,65,28.27,41.98,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
8,73,25.51,79.63,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
21,27,12.42,86.59,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
35,87,38.42,45.63,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-7,70,36.24,11.05,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-7,78,11.31,75.23,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
6,66,2.1,51.97,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
33,24,4.03,8.89,"Shorts, Cotton T-Shirt, Sandals, Sunglasses","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
31,65,25.74,86.88,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-1,79,1.44,36.63,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-5,16,17.3,64.29,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-11,68,25.62,46.27,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-8,92,18.1,41.8,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
45,40,13.61,93.98,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
40,57,24.19,19.85,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
20,52,16.71,89.03,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-4,77,39.11,95.56,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
45,45,22.27,35.42,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-6,93,8.31,88.49,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
39,80,36.63,39.9,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
42,93,7.13,94.33,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
15,56,8.6,45.03,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
12,56,22.19,15.05,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
21,77,24.37,32.9,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-4,53,16.1,29.1,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
33,60,8.15,80.27,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
14,97,8.29,26.7,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-3,73,12.79,99.85,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-7,59,14.87,66.53,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
13,9,29.33,56.8,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
37,97,3.18,34.16,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-8,24,10.6,6.22,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-7,61,11.64,93.28,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
9,78,33.6,83.19,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
14,36,29.02,90.74,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
19,93,4.32,38.62,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
2,28,28.63,45.72,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-9,79,38.43,55.64,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
2,80,18.69,27.12,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
13,20,8.33,67.63,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
14,82,33.31,42.85,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
25,63,38.29,89.93,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
35,9,35.87,38.94,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-15,54,2.47,68.46,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-11,55,28.18,85.78,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
22,98,24.26,75.95,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-3,55,10.24,94.4,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
36,32,20.57,11.78,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
34,35,31.9,80.94,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-3,19,16.7,99.23,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-8,50,30.17,66.09,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-1,58,6.51,13.65,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-15,27,17.41,34.21,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
42,18,21.18,80.05,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-6,62,6.19,79.46,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-6,29,23.71,40.67,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
25,22,39.73,20.68,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
26,93,12.31,31.43,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
26,89,15.47,72.39,"Raincoat, Waterproof Shoes, Light Clothes","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-5,96,32.91,94.54,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-4,63,25.48,88.48,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
47,36,29.16,6.12,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
42,88,2.7,86.19,"Minimal Clothing, Stay Indoors Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
37,39,13.52,64.78,"Shorts, Cotton T-Shirt, Sandals, Sunglasses","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
1,61,39.08,74.38,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
21,14,31.66,33.43,"Raincoat, Waterproof Shoes, Light Clothes","Casual Shirt, Jeans, Comfortable Shoes","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-4,79,6.91,72.27,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
8,11,32.68,69.15,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
19,31,15.24,97.66,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-5,67,9.98,99.74,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
34,11,31.95,98.35,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
2,30,0.21,35.98,"Winter Coat, Sweater, Scarf, Boots","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-11,52,37.66,17.73,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
34,68,27.87,49.34,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
33,19,34.24,15.13,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
-3,21,14.57,41.37,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
38,43,32.66,41.0,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
34,34,27.9,14.92,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
10,7,6.56,44.46,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
-6,76,37.86,44.96,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
12,87,37.83,96.08,"Light Jacket, Full-Sleeve Shirt, Jeans","Jacket, Sweater, Jeans, Sneakers","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
18,54,18.62,83.76,"Light Jacket, Full-Sleeve Shirt, Jeans","Casual Shirt, Jeans, Comfortable Shoes","Formal Suit, Shirt, Tie, Leather Shoes","Blazer, Dress Shirt, Dark Jeans, Dress Shoes","T-shirt, Jacket, Joggers, Casual Shoes"
38,52,12.87,68.96,"Loose Cotton Clothing, Cap, Sunscreen, Hydration Recommended","Light T-shirt, Shorts, Sandals, Sunglasses","Light Formal Shirt, Formal Pants, Loafers","Casual Blazer, T-shirt, Chinos, Loafers","Polo Shirt, Shorts, Sneakers"
7,94,17.75,95.79,"Winter Coat, Sweater, Scarf, Boots","Jacket, Sweater, Jeans, Sneakers","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
-2,89,34.89,81.77,"Heavy Winter Jacket, Gloves, Woolen Cap, Thermal Wear","Heavy Winter Jacket, Gloves, Woolen Cap, Boots","Suit with Overcoat, Formal Shoes, Gloves","Stylish Coat, Turtleneck, Formal Boots","Hoodie, Jeans, Sneakers"
